ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00774,C00774,B00001,597611,2021-07-07,Checking,Closed
A00775,C00775,B00009,203907,2018-12-20,Savings,Pending
A00776,C00776,B00037,136143,2017-09-27,Checking,Pending
A00777,C00777,B00017,290144,2022-03-30,Savings,Closed
A00778,C00778,B00006,582443,2015-02-20,Savings,Pending
A00779,C00779,B00042,333564,2019-12-06,Savings,Pending
A00780,C00780,B00017,528914,2014-01-01,Checking,Active
A00781,C00781,B00031,78306,2018-09-28,Fixed Deposit,Closed
A00782,C00782,B00050,736419,2014-08-30,Fixed Deposit,Closed
A00783,C00783,B00035,558124,2015-03-25,Fixed Deposit,Active
A00784,C00784,B00028,190418,2014-06-01,Checking,Closed
A00785,C00785,B00022,725336,2017-08-09,Checking,Pending
A00786,C00786,B00014,64456,2014-03-03,Checking,Active
A00787,C00787,B00036,991097,2017-09-21,Fixed Deposit,Active
A00788,C00788,B00012,458540,2019-04-10,Checking,Closed
A00789,C00789,B00018,813554,2015-06-10,Fixed Deposit,Closed
A00790,C00790,B00044,70410,2017-12-04,Savings,Active
A00791,C00791,B00029,264604,2023-06-16,Checking,Closed
A00792,C00792,B00006,78653,2014-03-23,Savings,Active
A00793,C00793,B00005,76410,2021-01-29,Savings,Pending
A00794,C00794,B00008,512972,2019-06-26,Savings,Pending
A00795,C00795,B00011,8801,2014-06-04,Fixed Deposit,Closed
A00796,C00796,B00020,590185,2018-07-22,Checking,Closed
A00797,C00797,B00025,753832,2022-06-17,Checking,Pending
A00798,C00798,B00050,163229,2016-05-08,Checking,Active
A00799,C00799,B00041,702923,2014-07-26,Savings,Closed
A00800,C00800,B00039,215167,2017-08-20,Savings,Active
A00801,C00801,B00012,930231,2017-09-15,Fixed Deposit,Active
A00802,C00802,B00037,449318,2022-10-30,Checking,Active
A00803,C00803,B00019,259565,2021-09-09,Savings,Closed
A00804,C00804,B00018,348597,2016-11-30,Checking,Closed
A00805,C00805,B00026,437116,2018-06-08,Checking,Active
A00806,C00806,B00016,225899,2015-11-22,Fixed Deposit,Closed
A00807,C00807,B00036,560463,2016-09-04,Savings,Active
A00808,C00808,B00048,346418,2023-08-04,Savings,Closed
A00809,C00809,B00018,386981,2021-07-18,Fixed Deposit,Pending
A00810,C00810,B00034,41961,2017-06-22,Fixed Deposit,Pending
A00811,C00811,B00009,402921,2022-07-05,Checking,Active
A00812,C00812,B00017,422782,2020-03-10,Savings,Pending
A00813,C00813,B00050,680073,2019-09-26,Checking,Active
A00814,C00814,B00028,583974,2023-05-08,Checking,Closed
A00815,C00815,B00049,234041,2016-11-20,Fixed Deposit,Closed
A00816,C00816,B00041,720319,2021-06-24,Fixed Deposit,Pending
A00817,C00817,B00018,624136,2017-11-16,Savings,Active
A00818,C00818,B00044,120535,2018-03-04,Savings,Active
A00819,C00819,B00042,292951,2014-03-16,Checking,Active
A00820,C00820,B00033,723411,2014-11-06,Checking,Pending
A00821,C00821,B00047,729788,2020-12-24,Fixed Deposit,Closed
A00822,C00822,B00002,268823,2016-12-13,Savings,Closed
A00823,C00823,B00043,555373,2021-03-22,Checking,Pending
A00824,C00824,B00033,15550,2021-08-17,Checking,Active
A00825,C00825,B00032,668773,2016-06-17,Fixed Deposit,Active
A00826,C00826,B00050,500925,2021-04-21,Fixed Deposit,Active
A00827,C00827,B00043,581025,2020-02-18,Fixed Deposit,Active
A00828,C00828,B00023,255624,2022-01-04,Savings,Closed
A00829,C00829,B00006,379108,2020-04-18,Checking,Active
A00830,C00830,B00027,208533,2020-10-13,Checking,Closed
A00831,C00831,B00032,271869,2016-03-06,Checking,Closed
A00832,C00832,B00004,818983,2017-06-16,Checking,Active
A00833,C00833,B00047,701746,2019-08-16,Savings,Pending
A00834,C00834,B00007,95020,2020-09-09,Checking,Pending
A00835,C00835,B00007,125112,2019-06-10,Savings,Pending
A00836,C00836,B00039,862954,2019-08-18,Fixed Deposit,Pending
A00837,C00837,B00001,765672,2023-03-27,Checking,Pending
A00838,C00838,B00040,642505,2015-06-19,Fixed Deposit,Closed
A00839,C00839,B00040,436331,2016-10-14,Savings,Active
A00840,C00840,B00019,675221,2014-10-31,Fixed Deposit,Active
A00841,C00841,B00044,273645,2020-10-05,Checking,Pending
A00842,C00842,B00039,534676,2014-09-18,Fixed Deposit,Active
A00843,C00843,B00004,812612,2015-11-09,Checking,Pending
A00844,C00844,B00012,777292,2020-02-28,Checking,Active
A00845,C00845,B00040,452855,2018-02-02,Checking,Active
A00846,C00846,B00019,626435,2017-09-14,Savings,Active
A00847,C00847,B00014,626713,2015-08-24,Savings,Active
A00848,C00848,B00039,229069,2018-01-26,Savings,Pending
A00849,C00849,B00049,78413,2016-07-04,Checking,Active
A00850,C00850,B00038,245586,2022-10-16,Fixed Deposit,Pending
A00851,C00851,B00012,597453,2015-01-29,Checking,Pending
A00852,C00852,B00020,663633,2020-10-07,Checking,Pending
A00853,C00853,B00031,587659,2022-03-05,Fixed Deposit,Closed
A00854,C00854,B00003,562398,2019-11-22,Savings,Active
A00855,C00855,B00032,488311,2015-11-22,Savings,Pending
A00856,C00856,B00017,499573,2023-04-15,Checking,Closed
A00857,C00857,B00001,725138,2020-05-05,Checking,Active
A00858,C00858,B00038,549507,2018-02-23,Fixed Deposit,Closed
A00859,C00859,B00023,699339,2014-04-05,Savings,Closed
A00860,C00860,B00009,640071,2015-03-05,Fixed Deposit,Pending
A00861,C00861,B00036,596533,2021-12-25,Savings,Closed
A00862,C00862,B00048,652594,2016-11-03,Checking,Pending
A00863,C00863,B00009,316665,2017-05-15,Checking,Pending
A00864,C00864,B00030,622981,2020-03-05,Savings,Active
A00865,C00865,B00026,733447,2019-11-18,Checking,Active
A00866,C00866,B00041,579713,2022-12-07,Checking,Closed
A00867,C00867,B00030,664692,2014-05-22,Fixed Deposit,Active
A00868,C00868,B00019,370468,2022-06-17,Checking,Closed
A00869,C00869,B00011,11017,2015-04-24,Savings,Closed
A00870,C00870,B00005,842731,2021-04-08,Checking,Active
A00871,C00871,B00030,629488,2015-10-12,Savings,Active
A00872,C00872,B00038,71139,2017-08-09,Fixed Deposit,Pending
A00873,C00873,B00006,513991,2022-04-26,Fixed Deposit,Active
A00874,C00874,B00039,618803,2016-07-27,Savings,Closed
A00875,C00875,B00037,964125,2018-05-14,Savings,Pending
A00876,C00876,B00036,407356,2015-05-05,Savings,Pending
A00877,C00877,B00045,509568,2014-02-23,Checking,Closed
A00878,C00878,B00033,46378,2022-10-16,Checking,Active
A00879,C00879,B00037,798669,2022-02-13,Savings,Active
A00880,C00880,B00026,368238,2017-05-01,Checking,Closed
A00881,C00881,B00029,793543,2017-05-14,Fixed Deposit,Closed
A00882,C00882,B00026,766069,2015-12-24,Savings,Active
A00883,C00883,B00004,526183,2021-11-19,Savings,Pending
A00884,C00884,B00036,797634,2021-11-20,Checking,Pending
A00885,C00885,B00012,372921,2023-02-22,Checking,Pending
A00886,C00886,B00025,152988,2022-05-06,Savings,Pending
A00887,C00887,B00024,64178,2021-03-17,Fixed Deposit,Active
A00888,C00888,B00036,856951,2022-10-28,Checking,Pending
A00889,C00889,B00023,386525,2015-02-14,Fixed Deposit,Closed
A00890,C00890,B00001,778717,2016-06-03,Savings,Pending
A00891,C00891,B00005,21036,2016-09-13,Savings,Active
A00892,C00892,B00007,355651,2016-12-09,Fixed Deposit,Active
A00893,C00893,B00001,628147,2018-07-31,Checking,Closed
A00894,C00894,B00009,959848,2018-11-22,Fixed Deposit,Active
A00895,C00895,B00010,499392,2016-07-10,Fixed Deposit,Active
A00896,C00896,B00043,368310,2023-04-12,Fixed Deposit,Pending
A00897,C00897,B00005,133900,2022-05-09,Fixed Deposit,Pending
A00898,C00898,B00021,417221,2014-04-30,Fixed Deposit,Closed
A00899,C00899,B00020,355163,2015-11-02,Savings,Closed
A00900,C00900,B00046,417972,2022-05-18,Checking,Closed
A00901,C00901,B00039,414494,2020-02-21,Savings,Pending
A00902,C00902,B00035,35270,2015-04-02,Checking,Closed
A00903,C00903,B00031,830819,2021-08-20,Checking,Pending
A00904,C00904,B00012,97282,2017-10-17,Fixed Deposit,Pending
A00905,C00905,B00049,826703,2023-08-09,Checking,Closed
A00906,C00906,B00043,845195,2017-02-25,Fixed Deposit,Pending
A00907,C00907,B00039,504488,2020-08-07,Fixed Deposit,Pending
A00908,C00908,B00044,831183,2017-08-18,Fixed Deposit,Closed
A00909,C00909,B00023,518256,2020-11-30,Fixed Deposit,Pending
A00910,C00910,B00049,8460,2023-04-01,Fixed Deposit,Closed
A00911,C00911,B00008,97684,2013-11-29,Savings,Pending
A00912,C00912,B00015,353378,2021-08-15,Savings,Pending
A00913,C00913,B00022,983862,2020-08-18,Savings,Closed
A00914,C00914,B00016,67325,2016-04-09,Fixed Deposit,Closed
A00915,C00915,B00044,794758,2014-03-06,Savings,Active
A00916,C00916,B00008,367430,2015-05-12,Fixed Deposit,Pending
A00917,C00917,B00006,453288,2020-05-12,Checking,Pending
A00918,C00918,B00020,158705,2019-03-19,Savings,Active
A00919,C00919,B00008,265674,2022-12-04,Checking,Active
A00920,C00920,B00032,254763,2013-12-02,Checking,Active
A00921,C00921,B00014,257104,2017-10-28,Checking,Active
A00922,C00922,B00027,558838,2015-05-11,Fixed Deposit,Pending
A00923,C00923,B00008,683428,2022-04-11,Fixed Deposit,Pending
A00924,C00924,B00025,47884,2022-03-26,Fixed Deposit,Active
A00925,C00925,B00050,987457,2017-11-27,Fixed Deposit,Pending
A00926,C00926,B00014,806915,2013-12-10,Savings,Closed
A00927,C00927,B00044,739883,2013-12-27,Fixed Deposit,Active
A00928,C00928,B00031,537595,2015-03-16,Checking,Active
A00929,C00929,B00048,832273,2018-11-22,Savings,Closed
A00930,C00930,B00034,643661,2021-06-29,Fixed Deposit,Pending
A00931,C00931,B00035,264947,2023-06-01,Checking,Pending
A00932,C00932,B00014,957012,2015-08-12,Fixed Deposit,Pending
A00933,C00933,B00016,312386,2014-02-22,Fixed Deposit,Active
A00934,C00934,B00025,645398,2018-02-25,Checking,Active
A00935,C00935,B00001,52199,2019-10-01,Fixed Deposit,Pending
A00936,C00936,B00012,519550,2022-04-22,Savings,Active
A00937,C00937,B00031,638609,2020-04-22,Savings,Pending
A00938,C00938,B00035,144491,2019-02-23,Fixed Deposit,Active
A00939,C00939,B00004,777119,2023-05-15,Fixed Deposit,Closed
A00940,C00940,B00025,314176,2017-07-11,Fixed Deposit,Closed
A00941,C00941,B00024,156134,2018-10-24,Savings,Pending
A00942,C00942,B00046,962825,2014-02-22,Checking,Closed
A00943,C00943,B00024,704653,2016-06-18,Checking,Closed
A00944,C00944,B00047,698544,2019-07-10,Savings,Active
A00945,C00945,B00049,433610,2022-09-02,Checking,Closed
A00946,C00946,B00042,150627,2019-03-05,Checking,Closed
A00947,C00947,B00022,755636,2022-12-31,Fixed Deposit,Active
A00948,C00948,B00015,961415,2019-03-22,Savings,Active
A00949,C00949,B00015,785086,2016-02-10,Checking,Pending
A00950,C00950,B00038,969026,2021-05-25,Fixed Deposit,Closed
A00951,C00951,B00015,430613,2021-02-20,Checking,Closed
A00952,C00952,B00030,887716,2018-02-28,Checking,Closed
A00953,C00953,B00010,43033,2017-10-03,Savings,Pending
A00954,C00954,B00035,786713,2015-10-29,Fixed Deposit,Closed
A00955,C00955,B00016,822381,2018-05-25,Fixed Deposit,Pending
A00956,C00956,B00031,731878,2015-03-15,Checking,Active
A00957,C00957,B00013,762321,2018-11-16,Fixed Deposit,Active
A00958,C00958,B00018,541554,2020-06-22,Savings,Pending
A00959,C00959,B00002,412447,2018-10-06,Fixed Deposit,Closed
A00960,C00960,B00043,184822,2016-03-16,Checking,Pending
A00961,C00961,B00029,134892,2014-04-18,Checking,Pending
A00962,C00962,B00048,845927,2019-03-16,Fixed Deposit,Pending
A00963,C00963,B00017,372796,2022-11-20,Savings,Pending
A00964,C00964,B00002,546446,2016-03-12,Savings,Active
A00965,C00965,B00007,28748,2019-12-26,Savings,Pending
A00966,C00966,B00024,412035,2019-08-22,Fixed Deposit,Closed
A00967,C00967,B00030,250962,2020-11-05,Fixed Deposit,Active
A00968,C00968,B00043,366284,2017-01-10,Savings,Active
A00969,C00969,B00014,959619,2022-01-20,Savings,Pending
A00970,C00970,B00005,690666,2021-05-01,Fixed Deposit,Pending
A00971,C00971,B00008,851827,2019-10-25,Savings,Pending
A00972,C00972,B00030,565823,2014-07-21,Checking,Pending
A00973,C00973,B00009,366658,2014-07-11,Fixed Deposit,Closed
A00974,C00974,B00040,686110,2016-03-16,Savings,Active
A00975,C00975,B00017,690049,2022-05-19,Fixed Deposit,Active
A00976,C00976,B00020,231346,2021-01-17,Fixed Deposit,Active
A00977,C00977,B00007,125427,2022-09-08,Checking,Pending
A00978,C00978,B00050,152704,2022-01-10,Fixed Deposit,Active
A00979,C00979,B00037,294691,2022-08-23,Savings,Active
A00980,C00980,B00039,591978,2019-06-17,Fixed Deposit,Active
A00981,C00981,B00024,983906,2019-11-18,Checking,Closed
A00982,C00982,B00042,792730,2019-08-31,Savings,Active
A00983,C00983,B00010,165623,2017-05-19,Checking,Closed
A00984,C00984,B00045,789898,2016-03-13,Checking,Active
A00985,C00985,B00011,353466,2015-08-22,Fixed Deposit,Closed
A00986,C00986,B00042,23688,2017-03-15,Savings,Closed
A00987,C00987,B00044,861853,2019-12-28,Savings,Active
A00988,C00988,B00003,213,2018-10-11,Fixed Deposit,Active
A00989,C00989,B00005,585372,2019-03-05,Checking,Closed
A00990,C00990,B00007,951250,2022-06-05,Fixed Deposit,Pending
A00991,C00991,B00006,877672,2014-10-22,Checking,Active
A00992,C00992,B00036,136785,2019-12-23,Fixed Deposit,Pending
A00993,C00993,B00028,173970,2018-11-14,Checking,Active
A00994,C00994,B00002,33398,2021-06-05,Savings,Pending
A00995,C00995,B00039,248165,2014-02-27,Savings,Closed
A00996,C00996,B00025,62507,2014-08-01,Checking,Closed
A00997,C00997,B00004,947835,2022-06-26,Savings,Pending
A00998,C00998,B00032,945995,2019-03-15,Fixed Deposit,Closed
A00999,C00999,B00020,928679,2014-09-16,Fixed Deposit,Closed
A01000,C01000,B00002,568816,2016-04-27,Savings,Active
A00001,C00001,B00005,584136,2022-03-02,Savings,Closed
A00002,C00002,B00043,270204,2020-02-29,Fixed Deposit,Pending
A00003,C00003,B00036,927468,2017-09-08,Savings,Pending
A00004,C00004,B00008,546320,2020-08-30,Checking,Active
A00005,C00005,B00026,66238,2017-03-09,Checking,Pending
A00006,C00006,B00021,806772,2022-02-26,Savings,Active
A00007,C00007,B00027,942771,2020-05-23,Checking,Closed
A00008,C00008,B00012,780278,2022-11-19,Checking,Closed
A00009,C00009,B00021,617621,2018-07-10,Fixed Deposit,Active
A00010,C00010,B00006,695124,2022-05-31,Checking,Active
A00011,C00011,B00014,401595,2018-06-16,Checking,Closed
A00012,C00012,B00017,526819,2019-07-19,Savings,Closed
A00013,C00013,B00045,304579,2017-10-10,Savings,Pending
A00014,C00014,B00018,683998,2023-06-19,Fixed Deposit,Pending
A00015,C00015,B00019,881892,2018-07-27,Savings,Active
A00016,C00016,B00026,946695,2016-04-25,Fixed Deposit,Closed
A00017,C00017,B00033,348588,2017-10-17,Checking,Active
A00018,C00018,B00042,701232,2021-02-18,Fixed Deposit,Pending
A00019,C00019,B00024,671720,2021-05-30,Fixed Deposit,Pending
A00020,C00020,B00008,123017,2020-05-19,Checking,Closed
A00021,C00021,B00013,482129,2021-11-03,Checking,Active
A00022,C00022,B00023,135844,2018-08-05,Fixed Deposit,Active
A00023,C00023,B00024,696135,2014-11-07,Checking,Closed
A00024,C00024,B00002,584575,2020-07-05,Fixed Deposit,Closed
A00025,C00025,B00026,697196,2020-03-30,Savings,Active
A00026,C00026,B00048,25425,2014-04-25,Checking,Active
A00027,C00027,B00020,545487,2022-12-20,Savings,Active
A00028,C00028,B00014,43135,2018-02-06,Checking,Closed
A00029,C00029,B00023,392270,2022-02-06,Savings,Closed
A00030,C00030,B00021,425484,2021-11-15,Fixed Deposit,Active
A00031,C00031,B00049,176184,2020-08-23,Fixed Deposit,Pending
A00032,C00032,B00003,272736,2015-05-15,Fixed Deposit,Closed
A00033,C00033,B00042,859559,2023-05-02,Savings,Closed
A00034,C00034,B00023,488913,2020-06-15,Checking,Pending
A00035,C00035,B00002,770108,2019-03-08,Checking,Active
A00036,C00036,B00050,434644,2020-01-05,Savings,Closed
A00037,C00037,B00007,942490,2019-09-03,Savings,Pending
A00038,C00038,B00043,46606,2017-11-04,Checking,Active
A00039,C00039,B00024,430269,2019-11-15,Checking,Closed
A00040,C00040,B00032,116900,2019-02-21,Checking,Active
A00041,C00041,B00023,999133,2020-11-27,Fixed Deposit,Closed
A00042,C00042,B00038,338612,2022-11-25,Fixed Deposit,Closed
A00043,C00043,B00025,400725,2015-03-06,Fixed Deposit,Pending
A00044,C00044,B00034,122368,2016-03-29,Savings,Closed
A00045,C00045,B00048,224202,2015-09-08,Checking,Active
A00046,C00046,B00047,672497,2020-11-10,Checking,Pending
A00047,C00047,B00012,623814,2018-11-24,Savings,Active
A00048,C00048,B00009,690870,2018-03-07,Savings,Closed
A00049,C00049,B00039,29646,2023-02-20,Fixed Deposit,Closed
A00050,C00050,B00039,68794,2020-08-04,Savings,Closed
A00051,C00051,B00014,37370,2016-06-17,Savings,Closed
A00052,C00052,B00034,638563,2014-07-29,Savings,Pending
A00053,C00053,B00011,722515,2018-08-15,Fixed Deposit,Active
A00054,C00054,B00036,58870,2023-03-02,Checking,Closed
A00055,C00055,B00015,328849,2016-10-03,Checking,Active
A00056,C00056,B00027,991902,2019-07-01,Checking,Pending
A00057,C00057,B00047,472659,2023-07-08,Fixed Deposit,Pending
A00058,C00058,B00030,85295,2018-05-29,Checking,Active
A00059,C00059,B00034,121152,2022-02-11,Fixed Deposit,Closed
A00060,C00060,B00038,394388,2022-02-21,Checking,Pending
A00061,C00061,B00019,274547,2014-05-04,Fixed Deposit,Closed
A00062,C00062,B00041,731720,2022-01-25,Checking,Pending
A00063,C00063,B00023,681893,2021-02-02,Checking,Closed
A00064,C00064,B00031,968949,2016-07-22,Savings,Closed
A00065,C00065,B00029,581424,2021-02-09,Checking,Closed
A00066,C00066,B00030,526460,2017-11-25,Fixed Deposit,Closed
A00067,C00067,B00026,265368,2019-08-16,Savings,Active
A00068,C00068,B00023,73830,2021-10-03,Fixed Deposit,Active
A00069,C00069,B00022,76928,2013-12-25,Savings,Active
A00070,C00070,B00024,251836,2017-12-14,Savings,Closed
A00071,C00071,B00031,793357,2021-06-13,Checking,Active
A00072,C00072,B00002,868506,2021-06-01,Savings,Active
A00073,C00073,B00042,881772,2021-04-24,Fixed Deposit,Pending
A00074,C00074,B00043,433450,2015-01-31,Savings,Active
A00075,C00075,B00038,928258,2018-02-24,Fixed Deposit,Closed
A00076,C00076,B00010,585814,2018-09-15,Fixed Deposit,Active
A00077,C00077,B00023,394206,2016-05-20,Fixed Deposit,Closed
A00078,C00078,B00033,894054,2016-11-24,Fixed Deposit,Pending
A00079,C00079,B00013,787067,2014-09-05,Checking,Active
A00080,C00080,B00039,40067,2016-04-19,Checking,Pending
A00081,C00081,B00050,670994,2017-01-28,Fixed Deposit,Pending
A00082,C00082,B00033,221605,2018-06-20,Checking,Closed
A00083,C00083,B00037,854353,2014-10-14,Checking,Pending
A00084,C00084,B00013,490673,2021-11-20,Fixed Deposit,Closed
A00085,C00085,B00008,992444,2023-07-17,Fixed Deposit,Active
A00086,C00086,B00041,717635,2020-12-03,Fixed Deposit,Closed
A00087,C00087,B00030,530795,2016-03-01,Fixed Deposit,Pending
A00088,C00088,B00046,801999,2013-12-31,Savings,Pending
A00089,C00089,B00047,352114,2013-11-23,Savings,Closed
A00090,C00090,B00049,70167,2017-12-19,Savings,Pending
A00091,C00091,B00030,146246,2017-05-18,Checking,Pending
A00092,C00092,B00048,643340,2014-02-07,Fixed Deposit,Pending
A00093,C00093,B00036,775435,2019-04-01,Fixed Deposit,Closed
A00094,C00094,B00042,695543,2018-01-03,Fixed Deposit,Pending
A00095,C00095,B00030,870445,2019-10-23,Checking,Closed
A00096,C00096,B00032,643101,2015-09-28,Fixed Deposit,Active
A00097,C00097,B00004,115926,2016-01-08,Savings,Pending
A00098,C00098,B00041,20721,2018-09-22,Checking,Active
A00099,C00099,B00011,952772,2014-09-20,Savings,Closed
A00100,C00100,B00030,948340,2017-08-29,Fixed Deposit,Closed
A00101,C00101,B00039,819183,2019-03-26,Fixed Deposit,Closed
A00102,C00102,B00041,836826,2020-01-26,Savings,Active
A00103,C00103,B00016,865473,2018-07-02,Checking,Closed
A00104,C00104,B00041,723333,2016-11-18,Checking,Active
A00105,C00105,B00004,370658,2023-01-28,Savings,Pending
A00106,C00106,B00006,695207,2014-08-06,Checking,Closed
A00107,C00107,B00042,813194,2017-03-15,Checking,Active
A00108,C00108,B00003,636275,2016-03-28,Savings,Closed
A00109,C00109,B00005,989235,2022-11-01,Checking,Pending
A00110,C00110,B00017,150098,2019-11-17,Fixed Deposit,Active
A00111,C00111,B00010,218202,2018-02-01,Checking,Active
A00112,C00112,B00041,861881,2015-12-03,Fixed Deposit,Active
A00113,C00113,B00026,514588,2023-05-06,Savings,Closed
A00114,C00114,B00013,371003,2013-12-19,Checking,Closed
A00115,C00115,B00016,17827,2018-02-19,Fixed Deposit,Active
A00116,C00116,B00024,471673,2013-12-30,Savings,Closed
A00117,C00117,B00047,271146,2023-07-31,Fixed Deposit,Closed
A00118,C00118,B00031,847937,2014-04-28,Fixed Deposit,Closed
A00119,C00119,B00013,558647,2016-07-19,Savings,Closed
A00120,C00120,B00045,140783,2018-01-21,Fixed Deposit,Closed
A00121,C00121,B00016,245514,2016-05-01,Savings,Pending
A00122,C00122,B00043,11907,2022-05-02,Savings,Pending
A00123,C00123,B00028,162814,2020-09-03,Savings,Active
A00124,C00124,B00033,203277,2018-01-03,Fixed Deposit,Pending
A00125,C00125,B00005,493287,2014-11-21,Checking,Pending
A00126,C00126,B00046,749476,2013-11-06,Savings,Closed
A00127,C00127,B00011,679375,2020-06-30,Checking,Closed
A00128,C00128,B00026,437811,2017-07-29,Savings,Closed
A00129,C00129,B00036,609512,2021-01-10,Checking,Pending
A00130,C00130,B00021,527502,2019-09-19,Savings,Closed
A00131,C00131,B00022,653439,2013-12-17,Savings,Active
A00132,C00132,B00039,457198,2018-01-01,Savings,Closed
A00133,C00133,B00015,762510,2016-03-23,Savings,Active
A00134,C00134,B00006,904136,2021-02-07,Fixed Deposit,Closed
A00135,C00135,B00036,334129,2016-12-17,Fixed Deposit,Closed
A00136,C00136,B00037,304474,2017-05-18,Savings,Pending
A00137,C00137,B00006,404132,2021-01-19,Savings,Pending
A00138,C00138,B00048,791626,2014-01-05,Checking,Closed
A00139,C00139,B00012,818563,2021-12-23,Checking,Active
A00140,C00140,B00045,982490,2020-04-04,Savings,Pending
A00141,C00141,B00044,87413,2015-06-15,Checking,Pending
A00142,C00142,B00040,266961,2020-06-10,Fixed Deposit,Closed
A00143,C00143,B00037,659778,2013-10-26,Checking,Pending
A00144,C00144,B00033,937144,2020-06-12,Savings,Pending
A00145,C00145,B00044,13709,2018-04-18,Savings,Pending
A00146,C00146,B00014,953420,2017-03-25,Checking,Closed
A00147,C00147,B00050,148120,2020-03-19,Checking,Active
A00148,C00148,B00048,869002,2023-05-03,Savings,Closed
A00149,C00149,B00039,347884,2016-01-27,Savings,Pending
A00150,C00150,B00012,379302,2022-01-22,Savings,Closed
A00151,C00151,B00009,574338,2016-12-12,Checking,Pending
A00152,C00152,B00042,869446,2014-10-14,Checking,Closed
A00153,C00153,B00035,651748,2019-06-12,Fixed Deposit,Active
A00154,C00154,B00015,941666,2019-02-20,Checking,Pending
A00155,C00155,B00042,83228,2015-03-21,Savings,Pending
A00156,C00156,B00034,777592,2020-12-20,Fixed Deposit,Pending
A00157,C00157,B00023,323400,2016-09-07,Fixed Deposit,Active
A00158,C00158,B00005,279043,2017-11-28,Fixed Deposit,Active
A00159,C00159,B00047,120219,2017-03-21,Fixed Deposit,Closed
A00160,C00160,B00001,524378,2014-02-17,Checking,Pending
A00161,C00161,B00010,927546,2017-06-12,Savings,Closed
A00162,C00162,B00023,967325,2014-06-01,Checking,Active
A00163,C00163,B00004,437126,2016-11-24,Fixed Deposit,Active
A00164,C00164,B00031,749510,2018-04-20,Fixed Deposit,Closed
A00165,C00165,B00001,796756,2023-08-23,Checking,Active
A00166,C00166,B00001,724413,2018-04-18,Savings,Active
A00167,C00167,B00011,957436,2014-04-14,Checking,Active
A00168,C00168,B00036,92856,2015-03-02,Fixed Deposit,Active
A00169,C00169,B00024,992883,2017-10-24,Checking,Closed
A00170,C00170,B00045,988862,2018-01-20,Savings,Active
A00171,C00171,B00041,686765,2022-07-12,Fixed Deposit,Closed
A00172,C00172,B00028,510949,2015-07-21,Checking,Active
A00173,C00173,B00004,840716,2020-06-18,Savings,Closed
A00174,C00174,B00026,535688,2017-04-10,Savings,Pending
A00175,C00175,B00038,786828,2016-03-23,Checking,Closed
A00176,C00176,B00015,397030,2022-05-10,Fixed Deposit,Closed
A00177,C00177,B00028,394923,2021-10-04,Checking,Active
A00178,C00178,B00049,283306,2017-07-22,Fixed Deposit,Closed
A00179,C00179,B00013,662401,2014-12-10,Savings,Active
A00180,C00180,B00018,679626,2016-11-20,Savings,Pending
A00181,C00181,B00008,367634,2018-03-18,Checking,Active
A00182,C00182,B00050,779217,2015-10-05,Checking,Pending
A00183,C00183,B00045,238326,2015-11-20,Fixed Deposit,Active
A00184,C00184,B00047,752252,2021-01-22,Fixed Deposit,Closed
A00185,C00185,B00012,359838,2014-10-11,Savings,Pending
A00186,C00186,B00043,659959,2020-05-28,Fixed Deposit,Closed
A00187,C00187,B00036,446621,2017-02-19,Fixed Deposit,Pending
A00188,C00188,B00049,314348,2014-08-22,Savings,Pending
A00189,C00189,B00049,265516,2022-09-20,Fixed Deposit,Active
A00190,C00190,B00023,925343,2018-01-12,Checking,Closed
A00191,C00191,B00048,625070,2015-01-17,Savings,Active
A00192,C00192,B00032,500772,2015-12-04,Fixed Deposit,Closed
A00193,C00193,B00040,220549,2020-05-11,Checking,Closed
A00194,C00194,B00007,509830,2022-03-20,Checking,Closed
A00195,C00195,B00021,299372,2017-01-07,Checking,Active
A00196,C00196,B00007,703375,2015-08-27,Fixed Deposit,Active
A00197,C00197,B00024,940177,2021-11-01,Savings,Closed
A00198,C00198,B00039,682542,2016-07-21,Savings,Closed
A00199,C00199,B00023,658538,2021-02-07,Checking,Closed
A00200,C00200,B00029,318630,2018-07-10,Savings,Active
A00201,C00201,B00008,867567,2015-01-28,Checking,Active
A00202,C00202,B00037,853501,2021-11-21,Savings,Closed
A00203,C00203,B00027,559153,2021-05-27,Fixed Deposit,Closed
A00204,C00204,B00032,980029,2017-05-14,Fixed Deposit,Pending
A00205,C00205,B00023,476328,2018-03-27,Savings,Pending
A00206,C00206,B00041,994965,2015-04-12,Checking,Closed
A00207,C00207,B00011,261081,2013-11-15,Savings,Closed
A00208,C00208,B00044,453402,2015-03-03,Savings,Closed
A00209,C00209,B00038,225690,2014-08-26,Checking,Active
A00210,C00210,B00040,133644,2022-11-15,Fixed Deposit,Pending
A00211,C00211,B00042,184312,2022-02-01,Savings,Pending
A00212,C00212,B00019,821833,2015-07-28,Fixed Deposit,Active
A00213,C00213,B00032,130251,2022-02-12,Checking,Active
A00214,C00214,B00023,869542,2017-07-07,Fixed Deposit,Active
A00215,C00215,B00049,863158,2022-08-12,Savings,Active
A00216,C00216,B00021,558912,2021-07-09,Savings,Active
A00217,C00217,B00039,45940,2013-10-18,Checking,Pending
